gene,Z40dpf_MTB,Z40dpf_MT,Z60_dpf_MTB,Z60dpf_MT,ZEM_32,combined_adjpval
gene-pik3c2a-3|pik3c2a,0.687069819,0.855101419,0.783064283,0.884780446,0.998463915,0.999999923
gene-psmc6-3|psmc6,NA,NA,NA,NA,NA,NA
gene-cgrrf1-3|cgrrf1,NA,0.84251522,NA,0.068735613,0.998285831,0.605614316
gene-pimr112-2|pimr112,NA,0.000347789,NA,0.000255994,NA,3.69E-06
gene-pimr110-2|pimr110,NA,0.139468135,NA,0.320517864,NA,0.269288358
gene-LOC110438192-2|LOC110438192,NA,NA,NA,0.000237199,NA,0.000488722
gene-zgc:86709-3|zgc:86709,NA,0.971402524,NA,0.874468322,0.998285831,0.999999923
gene-gjd2b-3|gjd2b,0.331316362,0.061973625,0.949781915,0.009839757,0.998285831,0.113168931
gene-efr3bb-2|efr3bb,0.832866501,0.174574547,0.025998486,0.011134957,0.998285831,0.046682523
gene-si:ch211-203k16.3-2|si:ch211-203k16.3,NA,6.05E-09,0.875180553,1.54E-15,0.998285831,0
gene-pomcb-2|pomcb,0.758350503,0.62813381,0.695271683,0.626406885,0.998285831,0.999999923
gene-ddhd1b-3|ddhd1b,NA,NA,NA,NA,0.095081383,0.146951322
gene-stxbp6l-3|stxbp6l,NA,NA,NA,NA,0.374712137,0.509138519
gene-moxd1l-2|moxd1l,0.362825678,NA,0.000937794,0.065837872,0.998285831,0.011120026
gene-snx9b-2|snx9b,0.253091675,0.001502442,0.406994106,2.50E-06,0.998285831,1.01E-05
gene-dusp23a-2|dusp23a,NA,3.60E-10,0.343382225,1.98E-06,0.998285831,6.56E-12
gene-si:dkey-7c18.24-3|si:dkey-7c18.24,NA,NA,NA,NA,NA,NA
gene-taar12b-3|taar12b,NA,NA,0.947643825,NA,NA,0.999999923
gene-taar12e-3|taar12e,NA,NA,NA,NA,0.998285831,0.999999923
gene-taar10d-3|taar10d,NA,0.318007846,NA,NA,0.998285831,0.844433935
gene-taar12c-3|taar12c,NA,NA,0.185499895,NA,0.998285831,0.650665305
gene-LOC110439241|LOC110439241,0.468880156,0.020375787,0.113573981,0.047649788,0.998285831,0.052910796
gene-taar14j-2|taar14j,NA,NA,0.26584523,NA,0.998285831,0.779357824
gene-taar10-3|taar10,NA,NA,NA,NA,NA,NA
gene-taar13e-3|taar13e,NA,NA,NA,NA,NA,NA
gene-taar13d-3|taar13d,NA,NA,NA,NA,NA,NA
gene-taar13c-3|taar13c,NA,NA,NA,NA,NA,NA
gene-taar15-3|taar15,NA,NA,NA,NA,NA,NA
gene-taar14a-2|taar14a,NA,NA,NA,NA,0.998285831,0.999999923
gene-taar14l-2|taar14l,NA,NA,0.451434196,NA,0.998285831,0.963258494
gene-taar64-3|taar64,NA,NA,NA,NA,NA,NA
gene-taar13b-3|taar13b,NA,NA,0.673191701,NA,0.998285831,0.999999923
gene-stx7l-3|stx7l,NA,0.107727115,0.512083353,0.00094374,0.998285831,0.020119193
gene-si:dkey-246e3.4-2|si:dkey-246e3.4,NA,NA,0.99509516,0.463567544,0.998285831,0.999999923
gene-stom-3|stom,NA,0.150707385,NA,NA,NA,0.224661165
gene-gsna-3|gsna,NA,NA,NA,NA,NA,NA
gene-ppp1r3b-3|ppp1r3b,NA,1.04E-16,0.532063771,1.70E-62,0.998285831,0
gene-mfhas1-3|mfhas1,0.238616391,0.878204979,0.887098217,0.159811135,0.998285831,0.883545029
gene-eri1-3|eri1,0.09007844,0.600470267,0.595500731,0.254048828,0.998285831,0.625186523
gene-dusp4-3|dusp4,NA,NA,NA,NA,0.998285831,0.999999923
gene-si:dkey-247m21.3-3|si:dkey-247m21.3,NA,NA,NA,0.217079392,NA,0.313388229
gene-tnksa-3|tnksa,0.999166545,0.017550073,0.859768241,0.925303523,0.998285831,0.735328907
gene-LOC108180761-3|LOC108180761,NA,0.217854648,NA,0.12137739,0.998285831,0.415143293
gene-slc35f2-2|slc35f2,0.501029616,0.111340281,0.396716314,1.46E-24,0.998285831,0
gene-cul5b-2|cul5b,0.088947996,0.318199848,0.011025959,0.002236622,0.998285831,0.003050438
gene-capn5b-2|capn5b,0.863988269,NA,0.14580545,NA,0.998285831,0.819110512
gene-ompb-2|ompb,NA,NA,0.004916114,NA,0.998285831,0.051720237
gene-myo7ab-2|myo7ab,NA,NA,0.508942951,0.002745458,0.998285831,0.066754763
gene-gdpd4b-2|gdpd4b,NA,0.135076038,NA,NA,NA,0.203230433
gene-klf2a-3|klf2a,NA,0.016499469,0.933391328,0.049687967,0.998285831,0.115017939
gene-nadk2-2|nadk2,NA,NA,NA,0.376328751,0.998285831,0.903330166
gene-skp2-2|skp2,NA,NA,NA,NA,NA,NA
gene-gria4b-3|gria4b,0.864170745,0.433100613,0.568921628,0.850627781,0.998285831,0.999999923
gene-elmod1-2|elmod1,0.752941442,2.91E-16,0.517518116,5.94E-19,0.843418218,0
gene-stil-3|stil,NA,0.904623073,NA,0.091198232,0.893656997,0.671819185
gene-eps15l1a-3|eps15l1a,0.762100639,0.381431271,0.859071047,0.071159838,0.998285831,0.784495759
gene-rc3h1a-3|rc3h1a,0.41957449,0.850811233,0.867829016,0.128525673,0.998285831,0.932980045
gene-serpinc1-3|serpinc1,0.086993069,0.86653953,0.81062594,1.45E-08,0.998285831,1.95E-05
gene-zbtb37-3|zbtb37,0.674097303,0.769468293,0.659478579,0.997922868,0.998285831,0.999999923
gene-dph5-2|dph5,0.479434439,1.73E-15,0.154589436,5.87E-14,0.998285831,0
gene-s1pr1-3|s1pr1,0.000537629,5.66E-08,0.022849581,6.39E-12,0.998285831,0
gene-slc30a7-2|slc30a7,0.838082906,1.67E-20,0.958638422,2.12E-20,0.998285831,0
gene-vcam1b-2|vcam1b,NA,NA,NA,NA,NA,NA
gene-gpr88-2|gpr88,0.650515757,0.159361883,0.803534508,NA,0.998285831,0.918714204
gene-cdc14ab-2|cdc14ab,NA,0.314881597,NA,NA,NA,0.437564776
gene-polrmt-3|polrmt,NA,6.37E-06,0.419017379,0.923142263,0.998285831,0.002188558
gene-si:dkey-21e2.4-3|si:dkey-21e2.4,NA,NA,0.955081743,NA,0.998285831,0.999999923
gene-fgf22-3|fgf22,NA,NA,0.909925245,NA,0.998285831,0.999999923
gene-si:dkey-21e2.10-3|si:dkey-21e2.10,NA,0.063614894,0.738891174,0.002256506,0.998285831,0.032636693
gene-si:dkey-21e2.13-3|si:dkey-21e2.13,NA,0.657341272,0.960092124,NA,0.998285831,0.999999923
gene-si:dkey-21e2.15-3|si:dkey-21e2.15,NA,0.000192962,0.275609823,0.144606384,0.998285831,0.005128576
gene-si:dkey-21e2.16-3|si:dkey-21e2.16,0.951074408,2.59E-07,0.79772427,1.47E-06,0.998467902,2.62E-08
gene-glrx2-2|glrx2,0.058020055,0.152662352,0.777296973,0.018441536,0.998285831,0.089699472
gene-b3galt2-2|b3galt2,0.669028047,8.45E-05,0.964098519,0.001731106,0.998285831,0.000710823
gene-rgs2-2|rgs2,0.216091832,4.43E-05,0.632904629,2.50E-14,0.998285831,8.35E-14
gene-LOC101884430-2|LOC101884430,NA,NA,NA,NA,0.998285831,0.999999923
gene-si:ch211-117l17.5-2|si:ch211-117l17.5,0.896281628,0.000607553,0.854272472,0.051287352,0.998285831,0.032816468
gene-uts2d-2|uts2d,NA,NA,0.931407763,NA,0.998285831,0.999999923
gene-uchl5-2|uchl5,2.85E-08,1.80E-07,0.102398649,8.09E-05,0.801151329,2.21E-14
gene-si:ch73-6k16.1-2|si:ch73-6k16.1,0.524748815,0.283798603,0.183732232,0.806858312,0.998285831,0.827220009
gene-vtg7-3|vtg7,NA,0.142079469,NA,0.855851851,NA,0.512773152
gene-vtg2-3|vtg2,NA,0.310801197,NA,0.66334628,NA,0.688553833
gene-LOC793843-3|LOC793843,NA,NA,0.552803364,0.031153187,0.998285831,0.328792059
gene-p3h2-2|p3h2,NA,0.983444829,0.915926564,0.031198481,0.998285831,0.67641152
gene-fam20cl-3|fam20cl,NA,NA,NA,0.028331939,NA,0.04748919
gene-si:dkey-179j5.5-3|si:dkey-179j5.5,NA,0.439027552,NA,8.41E-13,NA,3.39E-11
gene-LOC795984-3|LOC795984,NA,0.351931279,NA,0.0052476,0.927052577,0.076899853
gene-si:dkey-4c23.3-3|si:dkey-4c23.3,NA,NA,NA,0.002947619,0.998285831,0.03433182
gene-LOC110438279-3|LOC110438279,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC101886000-3|LOC101886000,NA,0.34294991,0.853823634,NA,0.998285831,0.999999923
gene-LOC100536326-3|LOC100536326,NA,NA,0.732418313,0.034833195,0.998285831,0.407304863
gene-dnal4b-3|dnal4b,0.503938571,1.30E-19,0.665284642,8.28E-92,0.998285831,0
gene-polr3f-2|polr3f,0.041772047,1.29E-10,0.362598502,3.19E-28,0.998285831,0
gene-dzank1-2|dzank1,0.404288168,3.55E-09,0.790271685,2.01E-29,0.998285831,0
gene-nptxrb-3|nptxrb,0.004406549,1.64E-08,0.254890072,4.94E-13,0.998285831,0
gene-pet117-2|pet117,NA,0.7553068,0.901832194,0.801797268,NA,0.999999923
gene-csrp2bp-2|csrp2bp,0.809675427,2.13E-07,0.802038962,1.01E-07,0.998285831,1.96E-09
gene-rrbp1b-2|rrbp1b,0.935811699,1.68E-112,0.042402228,1.69E-48,0.998285831,0
gene-LOC108181182-2|LOC108181182,NA,1.52E-34,0.425521526,1.58E-47,0.998285831,0
gene-si:ch211-154a22.8-3|si:ch211-154a22.8,NA,0.069240213,NA,2.16E-09,NA,9.79E-09
gene-impg2b-3|impg2b,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC110438285-3|LOC110438285,NA,NA,NA,NA,0.998285831,0.999999923
gene-abi3bpb-3|abi3bpb,0.764054936,0.030542775,0.37451402,0.007037131,0.998285831,0.058707331
gene-adra2a-3|adra2a,0.770862923,0.185803299,0.817612947,0.56299573,0.998285831,0.999999923
gene-bbip1-3|bbip1,0.484688379,0.13357336,0.816716406,NA,0.998285831,0.822440091
gene-shoc2-3|shoc2,NA,NA,NA,NA,0.998285831,0.999999923
gene-rbm20-3|rbm20,NA,7.04E-12,0.91586149,9.46E-06,0.843418218,1.60E-12
gene-LOC108181189-2|LOC108181189,NA,NA,NA,NA,NA,NA
gene-pdcd4b-3|pdcd4b,0.000136744,2.27E-141,0.632738655,3.28E-91,0.998285831,0
gene-ssuh2.4-3|ssuh2.4,NA,0.353752874,NA,0.784458231,0.998285831,0.999999923
gene-zmp:0000000735-3|zmp:0000000735,0.685189349,0.196258262,NA,0.191501118,0.998285831,0.656310961
gene-smc3-3|smc3,0.000515141,6.84E-19,0.914857471,3.18E-10,0.998285831,0
gene-rpl32-3|rpl32,2.56E-08,NA,0.8487818,0.918424213,0.998285831,4.91E-05
gene-zbtb46-3|zbtb46,NA,NA,NA,NA,0.998285831,0.999999923
gene-sec13-3|sec13,0.928798188,0.870387491,NA,0.657998316,NA,0.999999923
gene-lmod3-3|lmod3,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC110439247|LOC110439247,0.646442687,0.06649625,NA,NA,0.998285831,0.528021433
gene-naa10-3|naa10,NA,NA,0.046889554,0.002452497,0.998285831,0.010706103
gene-LOC108181454-2|LOC108181454,NA,NA,NA,NA,0.998285831,0.999999923
gene-g6pd-3|g6pd,NA,NA,NA,NA,NA,NA
gene-adcy6a-3|adcy6a,NA,0.978520871,NA,0.283950696,NA,0.795900129
gene-LOC110438316-3|LOC110438316,NA,NA,NA,NA,NA,NA
gene-cacnb3a-3|cacnb3a,NA,NA,0.844400066,NA,0.998285831,0.999999923
gene-ddx23-3|ddx23,0.505833899,0.459232557,0.010747084,0.624213053,0.998285831,0.326958723
gene-LOC110439248|LOC110439248,NA,NA,0.429847203,0.052317498,0.998285831,0.380789223
gene-si:ch211-218g4.2-3|si:ch211-218g4.2,0.943411083,0.099939444,0.893583291,0.343656789,0.998285831,0.879442734
gene-phf20b-3|phf20b,2.55E-22,0.915376886,NA,1.66E-22,NA,0
gene-snphb-3|snphb,0.091251157,0.72908548,0.499362433,0.537312253,0.998285831,0.785461542
gene-sulf2b-3|sulf2b,0.791958852,3.15E-08,0.19371273,0.055818288,0.998285831,7.53E-06
gene-sdcbp2-3|sdcbp2,0.900161067,1.34E-33,0.690034183,2.80E-31,0.998285831,0
gene-LOC110439249|LOC110439249,NA,0.194961093,0.844954816,NA,NA,0.610588834
gene-LOC110439250|LOC110439250,NA,NA,NA,NA,NA,NA
gene-LOC110439251|LOC110439251,NA,0.262759105,NA,0.008737001,NA,0.028104205
gene-LOC570014-3|LOC570014,NA,0.053959352,0.91274199,0.002226026,0.998285831,0.03335748
gene-fkbp1ab-3|fkbp1ab,0.182390638,1.62E-09,0.852042868,6.15E-06,0.998285831,2.92E-10
gene-LOC110439252|LOC110439252,NA,0.008450987,0.808282848,0.000238921,0.998285831,0.001602768
gene-LOC110438317-2|LOC110438317,NA,NA,0.435771803,0.03381053,0.998285831,0.301055261
gene-zgc:114081-2|zgc:114081,NA,NA,NA,0.008166218,NA,0.014647901
gene-LOC110438318-2|LOC110438318,NA,NA,NA,0.255571687,0.384192278,0.451208855
gene-fbxo44-2|fbxo44,0.014051277,1.25E-34,0.199967288,5.32E-08,0.998285831,0
gene-si:rp71-1k13.6-2|si:rp71-1k13.6,NA,0.468044845,0.112092908,0.005743611,0.998285831,0.064668815
gene-zgc:153722-2|zgc:153722,NA,0.492073882,0.558766933,0.166363755,0.999510897,0.790392533
gene-zgc:100832-2|zgc:100832,NA,0.863208441,0.591752025,0.133066149,0.998285831,0.878642964
gene-zgc:173570-2|zgc:173570,0.964673116,0.877088409,0.1741756,0.996869297,0.998285831,0.999999923
gene-zgc:114174-2|zgc:114174,0.552003161,0.30152019,NA,0.116309912,0.998285831,0.590269797
gene-asb14b-3|asb14b,NA,NA,NA,NA,0.998285831,0.999999923
gene-dnah12-3|dnah12,NA,3.22E-103,0.00871475,5.44E-11,0.998285831,0
gene-fam208ab-3|fam208ab,0.017051959,1.27E-11,0.681277066,1.90E-31,0.998285831,0
gene-atp6ap1lb-2|atp6ap1lb,0.840046232,0.06355461,0.969524459,0.937990407,NA,0.804098878
gene-abhd6b-2|abhd6b,NA,0.048035507,NA,0.002011667,0.998285831,0.009374533
gene-flnb-3|flnb,0.943281355,0.000261397,0.941807181,0.119211896,0.998285831,0.036005974
gene-slmapb-2|slmapb,0.989121236,2.21E-09,0.255066409,1.90E-24,0.998285831,0
gene-kctd6b-3|kctd6b,0.615060069,0.000538736,0.012410513,0.37283346,0.998285831,0.005312314
gene-smim4-3|smim4,0.155681328,0.322368074,0.110340678,0.005312964,0.998285831,0.037402637
gene-zgc:193598-3|zgc:193598,NA,0.151556996,0.887208429,0.019199721,0.998285831,0.230066689
gene-LOC110439253|LOC110439253,NA,0.074608388,0.770790113,0.309316333,0.998285831,0.571054708
gene-dnase1l1-3|dnase1l1,0.766061896,0.000695841,0.487374023,0.407770384,0.998285831,0.080871062
gene-rpl10-3|rpl10,0.92565337,0.236985601,0.009531608,0.72729933,0.998285831,0.323433729
gene-flna-3|flna,NA,NA,NA,NA,NA,NA
gene-emd-3|emd,NA,4.09E-08,NA,0.004597662,NA,1.21E-08
gene-haus7-3|haus7,NA,0.749337021,NA,0.576246297,0.998285831,0.999999923
gene-si:dkey-93l1.9-3|si:dkey-93l1.9,NA,0.754098282,NA,0.678819553,0.998285831,0.999999923
gene-ephb2a-3|ephb2a,NA,NA,NA,NA,NA,NA
gene-LOC103909685-2|LOC103909685,NA,NA,NA,0.019654068,NA,0.033611533
gene-lactbl1a-3|lactbl1a,NA,0.234155416,NA,0.007826,0.998285831,0.080482131
gene-atp2b3b-3|atp2b3b,0.973488101,0.322474275,0.840563335,NA,1.17E-07,7.01E-05
gene-eif4g3b-3|eif4g3b,0.793690192,0.028183364,0.870628043,0.676593785,0.998285831,0.723749022
gene-phc2a-2|phc2a,0.802238709,1.57E-31,0.001886607,3.25E-90,0.998285831,0
gene-slc2a1a-2|slc2a1a,9.18E-05,0.016776944,0.96486594,6.48E-06,0.998285831,4.94E-07
gene-rap1gap-3|rap1gap,0.781556317,NA,0.977473658,0.239283036,0.998285831,0.999999923
gene-si:ch211-171b20.3-2|si:ch211-171b20.3,NA,9.18E-26,NA,1.14E-24,NA,0
gene-stau2-3|stau2,0.20850237,9.61E-08,0.57878001,7.86E-05,0.998285831,6.90E-08
gene-sbspon-2|sbspon,0.52513158,0.024953256,0.742767688,1.44E-09,0.998285831,6.74E-07
gene-rdh10a-2|rdh10a,0.331852475,0.003667659,0.416913587,0.055321025,0.998285831,0.036319215
gene-LOC110439254|LOC110439254,NA,0.121172398,NA,0.075928182,NA,0.084420475
gene-LOC110439255|LOC110439255,NA,NA,NA,NA,NA,NA
gene-LOC110438352-2|LOC110438352,NA,NA,NA,NA,0.998285831,0.999999923
gene-ctnnd2a-3|ctnnd2a,0.269262936,0.491373529,0.337988538,0.393810491,0.998285831,0.782875322
gene-gb:co360592-3|gb:co360592,NA,1.49E-17,0.718919078,1.52E-19,0.998285831,0
gene-zmp:0000000991-3|zmp:0000000991,0.440154558,0.525438697,0.322009997,0.680053679,0.998285831,0.970877648
gene-hgd-3|hgd,NA,0.358303659,0.000256635,0.015895996,NA,0.000320354
gene-ndufb4-3|ndufb4,0.067591156,0.890392893,NA,0.925962261,0.998285831,0.834527724
gene-chodl-3|chodl,0.832789737,0.002615298,0.972656639,1.14E-08,0.998285831,1.06E-06
gene-lyz-3|lyz,0.238275862,7.95E-12,0.116782283,3.34E-12,0.998285831,0
gene-abcc13-3|abcc13,0.472272221,0.361812485,0.908696282,0.518187789,0.998285831,0.999999923
gene-zgc:112982-3|zgc:112982,0.838290778,9.37E-07,0.857436318,0.55450131,NA,0.000511342
gene-vipr2-3|vipr2,0.415820965,0.113055662,0.188802251,0.001556462,0.998285831,0.023220526
gene-ccl34b.4-3|ccl34b.4,NA,NA,NA,0.200829526,NA,0.292068089
gene-LOC100141478-3|LOC100141478,NA,NA,NA,NA,NA,NA
gene-ccl34b.8-3|ccl34b.8,NA,NA,NA,NA,0.998285831,0.999999923
gene-LOC108181551-3|LOC108181551,NA,NA,NA,NA,NA,NA
gene-cxl34b.11-3|cxl34b.11,NA,NA,NA,NA,0.998285831,0.999999923
gene-ccl34b.1-3|ccl34b.1,NA,0.575633035,NA,NA,0.998285831,0.999999923
gene-alg14-3|alg14,0.792280597,0.155558394,0.917731759,1.36E-27,0.998845549,0
gene-f3a-3|f3a,NA,NA,0.473880144,NA,0.998285831,0.979097176
gene-acp5b-3|acp5b,NA,0.023438538,NA,NA,0.998285831,0.169723076
gene-abcd3a-3|abcd3a,0.743173968,0.486476388,0.779911782,0.934383232,0.998285831,0.999999923
gene-cremb-3|cremb,0.204087933,1.75E-17,0.227790781,1.31E-18,0.998285831,0
gene-fam168b-3|fam168b,NA,NA,0.094284449,NA,0.998285831,0.439731074
gene-cngb3.1-3|cngb3.1,NA,NA,NA,0.088448786,0.998285831,0.422487106
gene-LOC562466-3|LOC562466,NA,NA,NA,NA,0.998285831,0.999999923
gene-tmem204-3|tmem204,NA,0.092949893,0.86390895,0.00796573,0.998285831,0.103267715
gene-cpne3-3|cpne3,0.895124741,0.245160933,0.343515333,0.000306207,0.998285831,0.03216391
gene-ift140-3|ift140,0.903500025,0.00579268,0.772086005,4.17E-13,0.998285831,3.15E-10
gene-ccdc78-3|ccdc78,NA,4.75E-16,0.440481337,1.57E-16,0.998285831,0
gene-si:ch211-248l17.3-3|si:ch211-248l17.3,0.982303906,0.000657277,0.970743624,0.007487903,0.998285831,0.011406662
gene-metrn-3|metrn,0.614838097,1.06E-09,0.39357785,1.04E-12,0.998285831,4.08E-16
gene-shank2-3|shank2,NA,NA,NA,NA,NA,NA
gene-polr2c-3|polr2c,NA,NA,NA,NA,0.036002026,0.059460723
gene-coq9-3|coq9,NA,NA,0.387840526,NA,NA,0.524618209
gene-dbx1b-2|dbx1b,0.884490598,0.396345715,0.927952725,0.338339667,0.998285831,0.999999923
gene-exoc3l1-3|exoc3l1,0.650515757,0.043871771,0.899273525,0.009930273,0.998285831,0.132305931
gene-ciapin1-3|ciapin1,NA,NA,NA,NA,NA,NA
gene-prmt7-3|prmt7,0.689962997,7.97E-16,0.991382494,1.15E-17,0.998285831,0
gene-nav2b-2|nav2b,0.340351224,2.87E-18,0.383556009,0.009659941,0.998285831,2.80E-15
gene-LOC103909848|LOC103909848,NA,NA,NA,NA,NA,NA
gene-LOC110439256|LOC110439256,NA,0.347869609,0.70265777,0.167899993,0.998285831,0.765305116
gene-mpped2-3|mpped2,0.763119673,0.008241342,0.876738802,0.5891461,0.998285831,0.447052454
gene-chrm2b-2|chrm2b,NA,0.942993807,NA,0.240011556,NA,0.721891742
gene-gnaia-2|gnaia,3.45E-06,0.046545731,0.002190638,0.496015785,0.998285831,5.31E-06
gene-fbxl14a-2|fbxl14a,0.090034652,7.72E-31,0.364333461,6.12E-80,0.998285831,0
gene-LOC108181614|LOC108181614,NA,NA,NA,NA,0.998285831,0.999999923
gene-rad52-2|rad52,0.630034173,0.982601555,0.869687425,0.116032399,0.998285831,0.999941039
gene-prr5a-2|prr5a,0.240283004,0.023127326,0.546460481,0.007022255,0.999052375,0.030623508
gene-erc1a-3|erc1a,0.092010661,0.105981935,0.977473658,0.000486987,0.998285831,0.011320503
gene-wasla-3|wasla,0.845735747,1.31E-05,0.087775689,0.425496705,0.998285831,0.002097244
gene-iqub-3|iqub,0.112632847,0.002363651,0.830079101,5.48E-26,0.998285831,0
gene-wnk1a-2|wnk1a,0.189090323,7.58E-06,0.944764787,0.000481303,0.998285831,1.53E-05
gene-slc13a1-2|slc13a1,0.952916057,1.64E-05,0.886652732,2.12E-05,0.998285831,8.07E-06
gene-cadps2-2|cadps2,0.5167467,0.630849723,0.753923045,0.70567704,0.998285831,0.999999923
gene-si:dkey-253i9.4-4|si:dkey-253i9.4,NA,NA,NA,NA,NA,NA
gene-npy1r-4|npy1r,0.617609849,0.996823687,0.787420957,0.043479342,NA,0.610077782
gene-med28-4|med28,0.993313269,0.001846399,0.853823634,2.18E-14,0.998285831,1.03E-11
gene-tmem144a-4|tmem144a,0.889237905,0.04478434,0.946763923,0.404292874,0.998285831,0.753319062
gene-LOC110439258-2|LOC110439258,NA,0.238637815,NA,0.154395736,0.998285831,0.490493638
gene-LOC110439257-2|LOC110439257,NA,NA,NA,NA,NA,NA
gene-si:dkeyp-26a9.2-4|si:dkeyp-26a9.2,NA,NA,NA,NA,NA,NA
gene-gria2a-3|gria2a,0.876938219,0.947260775,0.957463425,0.608845272,NA,0.999999923
gene-fam184b-4|fam184b,NA,NA,0.336908601,NA,NA,0.464260564
gene-LOC108190619-4|LOC108190619,NA,NA,NA,0.318169059,NA,0.441625473
gene-LOC110439259|LOC110439259,NA,NA,NA,NA,NA,NA
gene-LOC110439260|LOC110439260,NA,NA,NA,NA,NA,NA
gene-LOC110439261-2|LOC110439261,NA,0.262759105,NA,NA,0.998285831,0.775526035
gene-slit2-2|slit2,NA,0.989727013,NA,0.326967643,NA,0.851503126
gene-zgc:158343-4|zgc:158343,0.622730147,0.750079961,0.923685139,0.272695766,0.998285831,0.999999923
gene-LOC108183841|LOC108183841,NA,0.508964269,NA,0.340441244,0.998285831,0.902767162
gene-si:ch73-266o15.4-3|si:ch73-266o15.4,NA,NA,NA,7.25E-07,0.998285831,2.49E-05
gene-LOC110439262|LOC110439262,NA,NA,NA,NA,NA,NA
gene-slc2a11b-3|slc2a11b,NA,0.413920371,NA,NA,0.998285831,0.935174665
gene-il13ra2-4|il13ra2,NA,NA,0.947375669,NA,NA,0.999999923
gene-LOC103911092-4|LOC103911092,NA,NA,NA,NA,NA,NA
gene-lrch2-4|lrch2,0.882798247,NA,3.33E-09,0.001752043,NA,5.28E-09
gene-si:dkey-17o15.2-4|si:dkey-17o15.2,0.825326416,0.102896647,0.576884099,0.141118409,0.089144858,0.210200956
gene-ncapg-4|ncapg,0.894036604,0.966109203,0.365613642,1.42E-07,0.998285831,0.000407241
gene-lcorl-4|lcorl,0.652728289,0.370263585,0.162610505,0.644392663,0.998285831,0.854047185
gene-zgc:163098-4|zgc:163098,0.564736979,0.099948943,0.549923426,0.700467867,0.998285831,0.824231749
gene-wdr44-4|wdr44,0.822387532,0.316909192,0.608886263,0.144273783,0.998285831,0.834467464
gene-ppm1db-4|ppm1db,0.874815662,0.896814585,NA,NA,NA,0.999999923
gene-si:ch211-127d4.3-4|si:ch211-127d4.3,NA,NA,NA,NA,NA,NA
gene-klhl13-3|klhl13,0.119822309,3.19E-51,0.192046509,7.16E-18,0.998285831,0
gene-tmem232-2|tmem232,NA,2.32E-18,0.692502622,8.62E-46,0.998285831,0
gene-tgfbr3-4|tgfbr3,NA,0.793968928,0.992263841,5.97E-05,0.998285831,0.018754162
gene-man2a1-3|man2a1,NA,0.994528194,0.961476892,0.48801103,0.998285831,0.999999923
gene-tia1-4|tia1,0.198520421,1.65E-21,0.143188877,7.06E-13,0.998285831,0
gene-znf644b-3|znf644b,0.942681793,0.031884696,0.960789888,1.32E-06,0.998285831,0.000360342
gene-barhl2-3|barhl2,0.924696793,0.037969645,NA,6.45E-10,0.998285831,1.64E-07
gene-sap130a-4|sap130a,NA,NA,NA,NA,NA,NA
gene-LOC108190403-4|LOC108190403,NA,0.016415162,NA,0.021277297,0.998285831,0.024723415
gene-smx5-4|smx5,0.314557977,0.606969091,0.005580661,0.00097319,0.998285831,0.004035607
gene-si:ch73-14h10.2-4|si:ch73-14h10.2,NA,3.23E-09,0.92756888,2.99E-11,0.995319723,4.75E-15
gene-si:ch73-194h10.3-4|si:ch73-194h10.3,NA,NA,NA,NA,NA,NA
gene-gpr17-4|gpr17,0.742920328,NA,0.732567613,0.169199109,0.998285831,0.937911858
gene-inpp5d-4|inpp5d,0.964900231,0.377517062,0.977394115,0.000371112,0.998285831,0.091779482
gene-bcl6a-4|bcl6a,NA,NA,0.83648386,0.032389213,0.998285831,0.420479454
gene-pex5la-4|pex5la,NA,NA,NA,NA,NA,NA
gene-pik3r3b-4|pik3r3b,0.567849747,0.376622412,0.297670777,0.149607858,0.998285831,0.656900128
gene-mast2-4|mast2,2.08E-07,0.91112463,0.002194735,0.369075939,0.998285831,4.79E-06
gene-lrp8-4|lrp8,0.81178863,0.413920371,0.709992177,0.005071659,0.998285831,0.291299953
gene-pfkmb-4|pfkmb,NA,1.05E-05,NA,1.21E-10,0.998285831,2.56E-12
gene-pfdn5-4|pfdn5,0.027511883,2.99E-18,0.651734962,0.006100258,0.998463915,4.08E-16
gene-itgb7-4|itgb7,NA,0.121144614,0.176596916,1.08E-09,0.998285831,1.66E-07
gene-espl1-4|espl1,0.70938123,2.64E-05,0.914857471,0.121607853,0.998285831,0.006568743
gene-c1ql4b-4|c1ql4b,0.44313588,2.97E-06,0.967940039,6.55E-06,0.998285831,4.39E-07
gene-smarcc2-2|smarcc2,0.713996461,1.93E-38,0.992477098,3.97E-08,0.998285831,0
gene-myl6-2|myl6,2.52E-13,0.000215773,0.037342668,8.57E-05,0.998285831,0
gene-endou-2|endou,NA,0.724129466,NA,1.04E-06,NA,2.58E-05
gene-tsfm-2|tsfm,0.088051709,6.25E-11,0.000121671,1.43E-73,0.998285831,0
gene-sumf1-2|sumf1,0.9897721,0.000175089,0.158395736,5.62E-09,0.998285831,1.53E-08
gene-mycbp2-4|mycbp2,NA,0.928597142,0.825065044,0.638846354,0.998285831,0.999999923
gene-scel-4|scel,NA,0.322714507,0.694704928,0.070218826,0.998285831,0.543851564
gene-itpr1a-2|itpr1a,0.144602427,0.947083891,0.490737731,0.003145096,0.998285831,0.119471453
