,gene_ID,average_log2FoldChange,adjpval
gene-nfil3-5-2,nfil3-5,-1.561195562,0
gene-LOC103911185,LOC103911185,-2.686346854,1.47E-05
gene-ptprnb-2,ptprnb,-2.132979831,0.000137209
gene-p4hb-2,p4hb,1.638124825,0
gene-card14-2,card14,-3.745219065,3.08E-14
gene-ccdc40-2,ccdc40,-2.087950377,0
gene-mif4gda-2,mif4gda,-2.074758043,1.17E-05
gene-cfap52-2,cfap52,-2.752070771,0
gene-igfbp5a-2,igfbp5a,-2.248188198,7.11E-06
gene-cx44.2-2,cx44.2,2.988685052,3.43E-10
gene-spega-2,spega,-1.563327899,0.001192423
gene-prkca-2,prkca,-2.24112904,9.21E-09
gene-scinla-2,scinla,-2.66115535,3.10E-08
gene-barhl2-2,barhl2,-2.856247949,1.83E-07
gene-inpp5d-2,inpp5d,-2.453200731,5.56E-06
gene-bcl6a-2,bcl6a,1.66749295,9.89E-05
gene-LOC110438685,LOC110438685,-3.317481968,7.26E-10
gene-fam69ab-2,fam69ab,-2.246213047,0.024348836
gene-fam183a-2,fam183a,-5.443207528,0
gene-rgs8-2,rgs8,-1.983574468,0.014955367
gene-gabra5-2,gabra5,-1.925635438,1.30E-06
gene-slc48a1b-2,slc48a1b,3.282760212,1.60E-13
gene-tns2b-2,tns2b,-1.651782699,0
gene-gpr84-2,gpr84,-2.530779152,0.043826127
gene-stat2-2,stat2,-1.776815342,0
gene-krt4-2,krt4,-1.948685879,0
gene-mettl7a-2,mettl7a,-1.681978138,0
gene-si:ch211-173n18.3-2,si:ch211-173n18.3,-2.186953202,3.65E-13
gene-LOC103911260,LOC103911260,-3.348984014,0.000822062
gene-dip2bb-2,dip2bb,-2.46499455,0.003546175
gene-c1ql4b-2,c1ql4b,-3.661838928,0.0165229
gene-sycp1-2,sycp1,-2.00559021,0
gene-ngfb-2,ngfb,-1.869097128,7.06E-06
gene-tspan2a-2,tspan2a,-1.525898918,0
gene-LOC101883166-2,LOC101883166,-2.017946502,5.23E-06
gene-dagla-2,dagla,-1.735537655,0
gene-LOC110438752-2,LOC110438752,-4.199721359,0.001682927
gene-LOC110438753,LOC110438753,-2.364073635,0.031305856
gene-si:ch211-276a23.5-2,si:ch211-276a23.5,-2.377437211,0.001909822
gene-si:ch211-106j24.1-2,si:ch211-106j24.1,-2.282206539,0.011907044
gene-peli3-2,peli3,-1.939546706,0.012342335
gene-LOC110438760,LOC110438760,-3.651139095,5.42E-12
gene-si:ch211-212k18.6-2,si:ch211-212k18.6,-3.101163451,2.46E-10
gene-bcl6b-2,bcl6b,-1.915672561,1.84E-05
gene-si:dkey-19b23.12-2,si:dkey-19b23.12,-4.087140101,0
gene-si:dkey-19b23.11-2,si:dkey-19b23.11,2.648311187,0
gene-si:dkey-19b23.7-2,si:dkey-19b23.7,-4.034180498,0
gene-dnah2-2,dnah2,-1.944496532,2.80E-15
gene-chd3-2,chd3,-2.202339765,0
gene-si:dkey-112a7.4-2,si:dkey-112a7.4,1.782203596,0.000163625
gene-txn-2,txn,-2.158280631,1.28E-12
gene-nat8l-2,nat8l,-1.669187305,1.14E-06
gene-nelfa-2,nelfa,1.583591432,0
gene-si:dkey-23i12.7-2,si:dkey-23i12.7,-1.608476396,1.80E-06
gene-copb1-2,copb1,3.035276585,0.004740773
gene-stk33-2,stk33,-1.781920965,0
gene-LOC110438773,LOC110438773,-2.481471801,2.00E-08
gene-trim66-2,trim66,-2.805840513,1.89E-08
gene-trpm1a-2,trpm1a,-4.073252935,1.63E-14
gene-LOC110438777-2,LOC110438777,-2.291153514,0.00046828
gene-LOC799640-2,LOC799640,-3.193644187,0.001314154
gene-zgc:162945-2,zgc:162945,1.51616196,0
gene-aldh1a2-2,aldh1a2,-1.54920253,0
gene-tph1b-2,tph1b,1.888854197,0.008876137
gene-zgc:153219-2,zgc:153219,-1.718184212,0.012149876
gene-itga11a-2,itga11a,-2.913056952,1.53E-07
gene-coro2ba-2,coro2ba,-2.021230015,0.000424743
gene-smad3a-2,smad3a,-1.517926974,0
gene-lctla-2,lctla,-1.536174286,0.001223
gene-si:ch211-98n17.5-2,si:ch211-98n17.5,-1.938853479,0.001167147
gene-galr1b-2,galr1b,-2.647206142,0.002077193
gene-LOC103911399-2,LOC103911399,-1.547438916,0.01444742
gene-ptprn2-2,ptprn2,-2.234533373,0
gene-rnf32-2,rnf32,-2.530579449,0
gene-shha-2,shha,-3.239379523,0
gene-en2a-2,en2a,-1.627886772,0.000137687
gene-si:dkey-151p11.2-2,si:dkey-151p11.2,2.319541151,0.001840722
gene-ca7-2,ca7,2.2401037,0
gene-LOC110438785,LOC110438785,-2.194128665,0.000561078
gene-si:ch211-260e23.9-2,si:ch211-260e23.9,-3.700490114,0
gene-znf536-2,znf536,-3.306968628,4.73E-05
gene-LOC101886939,LOC101886939,-1.883526611,1.67E-06
gene-LOC101883932-2,LOC101883932,-4.444498646,0.000107937
gene-elovl7a-2,elovl7a,1.60932794,0
gene-nfic-2,nfic,-1.651739513,0
gene-LOC108179096-2,LOC108179096,-2.209053937,0.017071884
gene-si:dkeyp-82a1.1-2,si:dkeyp-82a1.1,-2.836234151,6.40E-13
gene-gls2a-2,gls2a,-2.288366422,8.11E-16
gene-cry1ba-3,cry1ba,6.94251792,0.000823742
gene-fhad1-2,fhad1,-4.304736567,0.000306028
gene-alas2-2,alas2,-1.930532119,1.59E-06
gene-si:ch211-163l21.7-2,si:ch211-163l21.7,-1.967492488,0
gene-si:ch211-163l21.10-2,si:ch211-163l21.10,-4.373147548,0
gene-si:ch211-163l21.4-2,si:ch211-163l21.4,1.738980723,0
gene-LOC101884680-2,LOC101884680,-2.842562949,0.003215792
gene-sema3bl-2,sema3bl,-1.97478064,7.02E-11
gene-zymnd12-2,zymnd12,-3.669371074,0
gene-mov10b.1-2,mov10b.1,-1.740840018,0
gene-cttnbp2nlb-2,cttnbp2nlb,-1.713942229,0.000172108
gene-slc13a3-2,slc13a3,-2.354954634,9.09E-09
gene-adora2aa-2,adora2aa,-2.324320762,5.93E-08
gene-p2rx7-2,p2rx7,-1.670048519,0
gene-si:ch211-251j10.3-2,si:ch211-251j10.3,-1.922650208,0.010155424
gene-pbx3b-2,pbx3b,-3.281225283,0
gene-setd1bb-2,setd1bb,-4.922826411,0
gene-LOC100333095-2,LOC100333095,-2.121622398,0
gene-angptl7-2,angptl7,-2.455474768,0.002577503
gene-stx19-2,stx19,-3.449434369,1.62E-06
gene-rgcc-2,rgcc,-3.170979583,9.53E-11
gene-hsd3b1-2,hsd3b1,-1.641877599,0
gene-si:rp71-68n21.9-2,si:rp71-68n21.9,-1.883850179,5.60E-08
gene-LOC100535312-2,LOC100535312,-1.631195843,0
gene-cx30.3-2,cx30.3,3.180948377,5.05E-05
gene-ift88-2,ift88,-2.034184517,0
gene-aff3-2,aff3,-2.244779029,0.01367933
gene-mlphb-2,mlphb,-2.51576285,0.021462117
gene-col6a3-2,col6a3,-1.61955751,2.94E-06
gene-zgc:123096-2,zgc:123096,2.546153782,0
gene-tex30-2,tex30,1.630751689,0
gene-kdelc1-2,kdelc1,2.329872895,3.01E-06
gene-zeb2a-2,zeb2a,-1.962915069,4.03E-12
gene-slc25a6-2,slc25a6,-2.451064962,0.006345259
gene-p2ry8-2,p2ry8,-1.738871192,0
gene-tor4aa-2,tor4aa,-2.525957201,0.000395532
gene-cdc42se2-2,cdc42se2,-2.3653091,1.27E-05
gene-nrg1-2,nrg1,2.184198626,2.23E-13
gene-atp6v0a2a-2,atp6v0a2a,-2.167179535,2.01E-09
gene-snx18b-2,snx18b,-1.889850653,5.96E-10
gene-morn5-2,morn5,-2.60990063,0
gene-LOC110438844,LOC110438844,-3.129580468,7.20E-09
gene-cercam-2,cercam,-3.117603362,0
gene-rassf2b-2,rassf2b,-1.573753224,0.010748776
gene-pcdh1gc6-2,pcdh1gc6,-2.813896332,0.003541612
gene-pcdh1gc5-2,pcdh1gc5,-1.879541537,0.001845187
gene-pcdh1g30-2,pcdh1g30,-8.234935645,0.003766551
gene-nlgn2b-2,nlgn2b,-2.742223599,9.53E-07
gene-slc43a2b-2,slc43a2b,1.545963218,0
gene-pitpnab-2,pitpnab,-2.813719852,0
gene-tm7sf2-2,tm7sf2,-2.665085004,0
gene-wdr74-2,wdr74,2.489509564,7.22E-10
gene-ccdc83-2,ccdc83,-4.884983005,0
gene-picalma-2,picalma,-12.15974327,0
gene-crtam-2,crtam,-1.818645489,0.01895675
gene-zpr1-2,zpr1,9.673097108,4.22E-12
gene-ryr1a-2,ryr1a,-2.111170596,0
gene-zar1l-2,zar1l,1.704317757,0
gene-ubl3a-2,ubl3a,-1.559296957,1.01E-07
gene-alox5ap-2,alox5ap,-2.364412506,0.001780208
gene-LOC110438871,LOC110438871,-1.633998905,0
gene-gramd1ba-2,gramd1ba,-2.396142969,0.009057359
gene-LOC110438872,LOC110438872,-3.219996887,5.48E-09
gene-morn3-2,morn3,-5.345755364,0
gene-ano8b-2,ano8b,-3.027549082,0.00063135
gene-gtpbp3-2,gtpbp3,1.677785348,0
gene-si:ch211-69b7.6-2,si:ch211-69b7.6,-2.664478432,0.001967988
gene-LOC110438894,LOC110438894,1.736525112,4.16E-06
gene-palm1a-2,palm1a,-1.633220569,0.002844193
gene-cdk5rap1-2,cdk5rap1,2.211892368,0
gene-kbtbd8-2,kbtbd8,-8.369162259,0.000711262
gene-fam19a1-2,fam19a1,-3.574365151,0.007857285
gene-qrich1-2,qrich1,-3.550267879,0
gene-olfml3b-2,olfml3b,-1.531804058,0
gene-shisa4-2,shisa4,-1.955957961,0
gene-adnpa-2,adnpa,-3.748569615,0
gene-opn1lw1-2,opn1lw1,-2.410168094,1.40E-05
gene-tfe3b-2,tfe3b,-1.640511625,0.003945759
gene-si:dkey-245f22.3-2,si:dkey-245f22.3,-2.603611118,6.52E-07
gene-comtb-2,comtb,-1.503221651,7.09E-15
gene-grm6b-2,grm6b,-2.838829078,1.94E-06
gene-slc38a3a-2,slc38a3a,-1.794002736,0.041086851
gene-camkvb-2,camkvb,-2.149434892,0
gene-grm2b-2,grm2b,-1.762047556,5.94E-06
gene-slc41a1-2,slc41a1,-2.187280304,5.21E-06
gene-si:ch211-207i20.2-2,si:ch211-207i20.2,1.509570869,0
gene-arg1-2,arg1,-2.709873693,0.009928326
gene-p4ha1a-2,p4ha1a,-3.117264401,3.22E-12
gene-ndufa4-2,ndufa4,-3.215628486,7.08E-12
gene-eif2ak1-2,eif2ak1,1.511371122,0
gene-pvalb9-2,pvalb9,-1.906106848,0.005912115
gene-pvalb3-2,pvalb3,-2.26020788,3.22E-06
gene-pvalb2-2,pvalb2,-1.75041256,0
gene-atpaf2-2,atpaf2,4.848607339,9.66E-05
gene-snx29-2,snx29,10.78900517,7.40E-05
gene-aqp8a.1-2,aqp8a.1,-3.758194377,2.16E-05
gene-afap1-2,afap1,3.050085314,0.001218614
gene-LOC108191718,LOC108191718,-2.506339824,0
gene-rhoq-2,rhoq,1.832847712,0
gene-hoxb8b-2,hoxb8b,-2.49632352,0.0004419
gene-tmem106a-2,tmem106a,4.530563139,0
gene-meox1-2,meox1,-2.222857351,0.000181065
gene-znf668-2,znf668,-3.032709229,1.70E-09
gene-znf646-2,znf646,-7.686178326,7.16E-07
gene-afap1l2-2,afap1l2,-1.677748005,0
gene-dclre1a-2,dclre1a,2.031447475,7.46E-09
gene-tcf7l2-2,tcf7l2,-2.941209897,4.29E-06
gene-si:dkey-49c17.3-2,si:dkey-49c17.3,-2.965020704,1.40E-05
gene-grin2cb-2,grin2cb,-2.155285311,0
gene-stxbp4-2,stxbp4,-2.289884107,3.69E-14
gene-llgl2-2,llgl2,-1.544920271,0
gene-st6galnac-2,st6galnac,-1.6063938,3.87E-07
gene-rnf213b-2,rnf213b,-1.815213009,0
gene-cep131-2,cep131,-1.823016178,1.96E-13
gene-nrxn1b-2,nrxn1b,-3.254577165,0
gene-pkdcca-2,pkdcca,-3.295507447,1.29E-11
gene-prkceb-2,prkceb,-2.111400533,4.97E-05
gene-mrps26-2,mrps26,2.338226927,0
gene-si:dkey-33c12.3-2,si:dkey-33c12.3,-2.518987651,0.000199141
gene-grxcr1-2,grxcr1,1.894929251,0
gene-metap1-2,metap1,7.613798928,0.045228156
gene-gfra4a-2,gfra4a,1.783563642,3.93E-08
gene-alox5a-2,alox5a,-2.573099664,0.024258741
gene-zfand4-2,zfand4,-2.938315639,0
gene-tet1-2,tet1,-1.698913423,0.023684516
gene-zgc:154058-2,zgc:154058,-2.378485542,1.08E-05
gene-opn4a-2,opn4a,-1.560716917,0.024339342
gene-zgc:193505-2,zgc:193505,-2.919390187,0.000231818
gene-hnrnph3-2,hnrnph3,-1.761599471,0
gene-nid1a-2,nid1a,-4.835234058,5.73E-05
gene-si:dkey-160o24.3-2,si:dkey-160o24.3,-3.527158537,4.15E-09
gene-vegfba-2,vegfba,-2.701273346,2.14E-05
gene-rps6kal-2,rps6kal,-12.47236303,2.10E-08
gene-LOC100149701-2,LOC100149701,-2.73992221,3.07E-05
gene-ppp2r2cb-2,ppp2r2cb,-2.235675349,2.71E-07
gene-egr1-2,egr1,-1.529015669,6.31E-15
gene-reep2-2,reep2,7.652421783,0
gene-spon2a-2,spon2a,-1.946768185,0.012499068
gene-p2rx3a-2,p2rx3a,-2.110204181,9.53E-07
gene-tbc1d10c-2,tbc1d10c,-2.537842378,1.59E-09
gene-hspa4b-3,hspa4b,-2.567956177,0.00029723
gene-cpeb4a-2,cpeb4a,6.301336866,0
gene-klhl3-2,klhl3,-3.283732453,1.36E-14
gene-pdlim3b-2,pdlim3b,-2.228623701,3.98E-05
gene-sorbs2b-2,sorbs2b,-2.536477666,0
gene-fhl1a-2,fhl1a,-2.063345045,0
gene-ndufa1-2,ndufa1,-4.576641883,0
gene-tmem255a-2,tmem255a,-1.602074683,0
gene-clic2-2,clic2,-1.560557077,0
gene-si:ch73-335m24.5-2,si:ch73-335m24.5,-2.634250775,0.016035585
gene-cyfip2-2,cyfip2,-2.845288939,0.000777557
gene-sh3tc2-2,sh3tc2,-10.05930886,0.011243835
gene-lrit3a-2,lrit3a,-1.969482517,0.012764377
gene-LOC101883788,LOC101883788,-3.693415942,0
gene-spata4-2,spata4,-2.664608909,0
gene-gpm6aa-2,gpm6aa,-2.509328592,3.50E-07
gene-pcdh1b-2,pcdh1b,-3.000124975,0
gene-btk-2,btk,-1.61321498,0
gene-fgfrl1b-2,fgfrl1b,-1.876728883,1.54E-05
gene-adra1bb-2,adra1bb,-2.542128907,0.003483209
gene-pcdh18b-2,pcdh18b,-2.378915618,5.09E-10
gene-rbp2a-2,rbp2a,-2.011621485,0
gene-foxl2-2,foxl2,1.737340926,3.43E-06
gene-camkk1b-2,camkk1b,-3.133448627,3.90E-07
gene-ywhag2-2,ywhag2,-2.191092072,7.21E-09
gene-si:ch211-33e4.2-2,si:ch211-33e4.2,-2.173854491,0.00550747
gene-nek8-2,nek8,-1.686761605,0
gene-si:ch211-213d14.2-2,si:ch211-213d14.2,-2.951297087,0.000338901
gene-igsf9ba-2,igsf9ba,-1.728364718,9.70E-05
gene-LOC110439005,LOC110439005,-1.546232425,0.003617604
gene-dlc-2,dlc,-1.686606108,0
gene-si:dkey-151p21.7-2,si:dkey-151p21.7,-3.584174847,2.16E-07
gene-si:ch211-229g11.6-2,si:ch211-229g11.6,-2.30030324,0.000111415
gene-ttc29-2,ttc29,-2.296834124,0
gene-cyp4t8-2,cyp4t8,-2.476145212,9.90E-11
gene-arhgef2-2,arhgef2,-1.692412314,2.52E-13
gene-bbs9-2,bbs9,-2.543218032,0.005520206
gene-LOC101884995-2,LOC101884995,-1.986965467,1.06E-08
gene-zgc:158701-2,zgc:158701,-2.797048686,0.036382546
gene-LOC100334281-2,LOC100334281,-1.904581005,0.00013682
gene-zgc:101640-2,zgc:101640,-1.725052018,1.81E-11
gene-ntd5-2,ntd5,-1.81592084,0
gene-dbpb-2,dbpb,-1.551044586,1.24E-06
gene-clstn3-2,clstn3,-2.115325649,3.76E-12
gene-ttyh1-2,ttyh1,-3.454986434,0
gene-leng9-2,leng9,-1.820379423,0
gene-si:ch211-149k23.9-2,si:ch211-149k23.9,-2.835018516,0.000295776
gene-si:ch73-86n18.1-2,si:ch73-86n18.1,-1.823374118,0.008080439
gene-tuft1a-2,tuft1a,-1.67416503,0
gene-ptpn6-2,ptpn6,-2.261022284,6.51E-07
gene-wnt4b-2,wnt4b,-3.269877564,1.64E-09
gene-snap91-2,snap91,-2.384401838,1.14E-07
gene-prss35-2,prss35,-1.945003888,1.84E-06
gene-si:dkey-34d22.1-2,si:dkey-34d22.1,-2.274120973,1.14E-05
gene-rab42b-2,rab42b,1.640635663,5.82E-10
gene-si:ch73-215d9.1-2,si:ch73-215d9.1,-1.706611121,1.49E-07
gene-mrap2a-2,mrap2a,-1.626416791,0.000297
gene-elp6-2,elp6,4.468506044,0
gene-rspo2-2,rspo2,-3.00796758,8.25E-15
gene-scn1ba-2,scn1ba,-3.717702212,0
gene-LOC101886521-2,LOC101886521,-2.584638082,0
gene-si:dkey-100n19.2-2,si:dkey-100n19.2,-3.624452742,5.52E-07
gene-zgc:172341-2,zgc:172341,-2.073621337,0.004721412
gene-LOC101885212-2,LOC101885212,-2.97340505,3.39E-05
gene-klhl10b.1-2,klhl10b.1,-2.341718949,0
gene-LOC110437849-2,LOC110437849,-2.383544378,0
gene-nkl.4-2,nkl.4,-2.177965261,0.009565839
gene-si:ch73-288o11.5-2,si:ch73-288o11.5,-2.413440261,0.000190209
gene-slc16a9a-2,slc16a9a,-2.371412391,1.05E-06
gene-ank3a-2,ank3a,-2.035330053,0.004645109
gene-pla2g4f.1-2,pla2g4f.1,-1.736437316,0.000445476
gene-gpr26-2,gpr26,1.55701432,1.05E-11
gene-pcgf5a-2,pcgf5a,-2.586292015,1.87E-06
gene-abch1-2,abch1,-3.739717826,7.72E-13
gene-pabpc4-2,pabpc4,-3.447452716,8.67E-11
gene-asmt2-2,asmt2,-2.82873151,4.40E-14
gene-rcan3-2,rcan3,-6.8229973,1.05E-06
gene-mdga2a-2,mdga2a,-1.666373036,1.41E-10
gene-nhsl1a-2,nhsl1a,-1.745883469,0
gene-si:dkey-13p1.3-2,si:dkey-13p1.3,-4.17503562,0
gene-kcnk17-2,kcnk17,-3.299476872,0.000117223
gene-kif6-2,kif6,-2.606263507,0
gene-rps6kl1-2,rps6kl1,-3.543928593,3.82E-13
gene-lrrc74a-2,lrrc74a,-3.697014471,0.00037302
gene-spred1-2,spred1,-2.209740297,0
gene-neto2b-2,neto2b,-2.060161983,0.035637245
gene-LOC100535167-2,LOC100535167,-1.66441974,0
gene-zgc:77752-2,zgc:77752,-1.928376847,0.016947273
gene-odf3b-2,odf3b,-2.150031662,0
gene-LOC795545-2,LOC795545,-1.992764853,0
gene-si:ch211-220f12.1-2,si:ch211-220f12.1,-2.485770043,0
gene-tmem243a-2,tmem243a,3.256973579,0
gene-LOC108181536,LOC108181536,-2.113722006,4.52E-05
gene-tspan9a-2,tspan9a,-3.106383848,2.73E-08
gene-LOC103908984,LOC103908984,-2.688963363,0
gene-rfx4-2,rfx4,-2.740615887,4.70E-07
gene-endouc-2,endouc,-2.101031717,0
gene-bhlhe41-2,bhlhe41,-3.380052111,9.59E-09
gene-lrriq1-2,lrriq1,-6.723582628,0
gene-slc6a15-2,slc6a15,-2.39425339,2.42E-05
gene-LOC100001178-2,LOC100001178,-3.022104132,8.25E-15
gene-b3gnt9-2,b3gnt9,-5.038400489,9.79E-15
gene-cftr-2,cftr,-1.995111991,0
gene-ttc23-2,ttc23,-1.819509774,9.33E-07
gene-pgpep1l-2,pgpep1l,-4.526586554,3.61E-07
gene-synm-2,synm,-4.102509902,0
gene-fam169b-2,fam169b,-1.571495313,1.07E-08
gene-anpepa-2,anpepa,-2.403760559,1.21E-07
gene-si:dkey-12e7.4-2,si:dkey-12e7.4,-1.597130793,8.07E-11
gene-calb2a-2,calb2a,-2.07869106,0.002261381
gene-hydin-2,hydin,-2.672693719,0
gene-pnp6-2,pnp6,-3.018858359,3.40E-06
gene-necab2-2,necab2,-3.024877955,8.50E-10
gene-pskh1-2,pskh1,-1.626566184,0
gene-cbfb-2,cbfb,-2.25193472,0.037830399
gene-pex11a-2,pex11a,2.459361092,0
gene-pstpip1a-2,pstpip1a,-2.182088696,1.61E-05
gene-LOC110439046,LOC110439046,-3.730084003,1.43E-06
gene-b3gat1a-2,b3gat1a,-3.960347254,0
gene-tmod2-2,tmod2,8.245076511,0.000124144
gene-acadl-2,acadl,2.799347071,2.82E-14
gene-gldn-2,gldn,2.130891789,0.001614436
gene-ptx3a-2,ptx3a,-1.966079487,4.93E-08
gene-nedd9-2,nedd9,-3.773197291,0
gene-si:dkey-206d17.5-2,si:dkey-206d17.5,2.530681715,0
gene-scin-2,scin,-1.725884591,2.58E-06
gene-atp6v1c1b-2,atp6v1c1b,2.806437377,0.030534568
gene-gngt1-2,gngt1,-2.425534708,2.44E-05
gene-calcr-2,calcr,-2.152611199,0.002544919
gene-stxbp6l-2,stxbp6l,-1.577308959,4.85E-06
gene-si:dkey-239i20.2-2,si:dkey-239i20.2,-2.10942184,0.031637669
gene-brf1b-2,brf1b,-2.757078383,0
gene-fam228a-2,fam228a,-4.973905405,0
gene-ctgfa-2,ctgfa,-2.054230988,0
gene-esr1-2,esr1,-1.868373835,1.88E-05
gene-si:dkey-25e12.3-2,si:dkey-25e12.3,-3.011086782,0
gene-mthfd1l-2,mthfd1l,-2.001775365,6.10E-14
gene-syne1a-2,syne1a,-1.542767426,0
gene-si:dkey-1h6.8-2,si:dkey-1h6.8,-3.292904143,0
gene-adgrg11-2,adgrg11,-2.493758086,0
gene-si:dkey-93m18.3-2,si:dkey-93m18.3,1.513729103,0.000659289
gene-si:dkey-11o15.4-2,si:dkey-11o15.4,-2.58947383,1.95E-07
gene-gstt1b-2,gstt1b,1.884524885,8.28E-06
gene-si:dkeyp-87d8.8-2,si:dkeyp-87d8.8,-2.333209722,0.000550927
gene-dnai1.2-2,dnai1.2,-2.631012598,2.43E-08
gene-ppp1r3b-2,ppp1r3b,2.808545128,0
gene-LOC798694-2,LOC798694,-2.2856144,0
gene-neu3.4-2,neu3.4,-3.063042133,9.11E-09
gene-neu3.5-2,neu3.5,-2.398171801,3.11E-10
gene-LOC566907-2,LOC566907,2.694716875,3.00E-08
gene-c1qb-2,c1qb,-2.92256518,7.19E-12
gene-c1qa-2,c1qa,-3.995177784,3.80E-10
gene-angptl5-2,angptl5,-4.882030248,0
gene-trpc6a-2,trpc6a,-3.399387281,5.00E-11
gene-si:rp71-1p14.7-2,si:rp71-1p14.7,-4.085404006,1.48E-14
gene-LOC108180719-2,LOC108180719,-2.00039598,0.001453778
gene-zgc:158446-2,zgc:158446,-2.230906599,0.000734438
gene-si:dkeyp-50d11.2-2,si:dkeyp-50d11.2,-5.226698619,0
gene-tmprss15-2,tmprss15,-2.255106016,0.015250266
gene-ubtd2-2,ubtd2,-2.032326078,0
gene-LOC100003704-2,LOC100003704,-2.683234262,4.17E-08
gene-ankmy1-2,ankmy1,-3.313566464,0
gene-eps15l1a-2,eps15l1a,-1.988358123,0
gene-s1pr1-2,s1pr1,-2.831627731,8.38E-06
gene-ankrd29-2,ankrd29,-2.272248176,0
gene-cts12-2,cts12,-2.273624392,4.08E-16
gene-si:dkey-121a11.3-2,si:dkey-121a11.3,-2.871985709,0
gene-LOC110439067,LOC110439067,-1.92339169,0.000178238
gene-si:dkey-110c1.7-2,si:dkey-110c1.7,-2.767129935,3.74E-09
gene-mbd3b-2,mbd3b,-1.559029453,0
gene-shc2-2,shc2,-2.839334286,3.75E-05
gene-ankrd24-2,ankrd24,-2.081296296,7.11E-14
gene-cdc34a-2,cdc34a,1.565795081,0
gene-camsap2a-2,camsap2a,-2.155630527,0
gene-LOC110439100,LOC110439100,-3.745656252,0.000966353
gene-LOC101884238-2,LOC101884238,-2.944430006,1.03E-09
gene-LOC110439102,LOC110439102,-3.758956483,1.04E-10
gene-LOC110439101,LOC110439101,-1.501836882,2.60E-08
gene-LOC108181087,LOC108181087,-4.193770481,3.10E-07
gene-LOC110439105,LOC110439105,-3.155219637,0.033648407
gene-si:ch211-154a22.8-2,si:ch211-154a22.8,1.589729028,0
gene-LOC103909601-2,LOC103909601,-1.722030604,3.66E-07
gene-gtpbp2-2,gtpbp2,-2.843775686,0
gene-ncf4-2,ncf4,-2.245631325,1.34E-06
gene-pvalb7-2,pvalb7,-2.063972521,0.000186718
gene-LOC103910979,LOC103910979,-2.480983647,2.04E-05
gene-ssuh2.3-2,ssuh2.3,-3.171392466,0.006599908
gene-ssuh2.2-2,ssuh2.2,-2.630158895,2.46E-05
gene-nicn1-2,nicn1,-2.279514015,2.15E-08
gene-lamp3-2,lamp3,-1.56895918,6.70E-07
gene-zgc:171775-2,zgc:171775,-3.334334381,2.70E-05
gene-krt5-2,krt5,-2.108135121,0
gene-krt8-2,krt8,-1.6017244,0
gene-fkbp1ab-2,fkbp1ab,6.782030538,0.018149783
gene-oard1-2,oard1,9.695229584,0
gene-dnah12-2,dnah12,-2.721129698,0
gene-emd-2,emd,-1.7362596,0
gene-atp2b3b-2,atp2b3b,-3.184399223,5.34E-10
gene-cfap126-2,cfap126,-3.562177353,8.30E-08
gene-bgnb-2,bgnb,-2.09829048,1.42E-08
gene-tnnc2-2,tnnc2,-1.669771553,0
gene-igsf21b-2,igsf21b,-2.110697188,7.79E-08
gene-ptpn11b-2,ptpn11b,-2.580545476,0.008979518
gene-sult1st5-2,sult1st5,-3.366452096,5.54E-15
gene-ctdsp2-2,ctdsp2,-1.706996387,0
gene-LOC110439122,LOC110439122,-2.444351895,0.000317252
gene-LOC110439123,LOC110439123,-3.942345004,2.80E-15
gene-r3hdml-2,r3hdml,-3.190321741,0.001671166
gene-pkig-2,pkig,3.046896513,0.00040952
gene-nadl1.2-2,nadl1.2,-2.642238611,0.032554386
gene-irak1bp1-2,irak1bp1,-2.41722762,0
gene-phip-2,phip,-1.679103645,0.001179587
gene-hmgn3-2,hmgn3,-1.565016789,2.59E-14
gene-zgc:92658-2,zgc:92658,-1.693243291,0.012843907
gene-si:ch211-66i15.4-2,si:ch211-66i15.4,-4.475232258,1.08E-12
gene-slc1a7b-2,slc1a7b,2.902066874,0.025561398
gene-prlh2-2,prlh2,-2.625309272,3.00E-07
gene-myrip-2,myrip,-1.910396199,0.005925498
gene-gpr12-2,gpr12,-2.175604062,0.029449726
gene-gtf3ab-2,gtf3ab,2.428347957,0
gene-flt3-2,flt3,-2.272039485,4.30E-07
gene-flt1-2,flt1,-2.488284561,2.85E-14
gene-ropn1l-2,ropn1l,-3.247470225,0
gene-ankrd33ba-2,ankrd33ba,-3.174508957,6.00E-09
gene-LOC110439129,LOC110439129,-2.006834777,0
gene-LOC100148041-2,LOC100148041,-1.699187941,3.28E-13
gene-LOC100141478-2,LOC100141478,1.782641442,0.015718265
gene-ccl34b.1-2,ccl34b.1,-1.962345521,8.83E-14
gene-prkag2a-2,prkag2a,2.164678559,0
gene-cremb-2,cremb,-8.153958994,0
gene-ccdc78-2,ccdc78,-3.951471774,4.00E-13
gene-si:ch211-248l17.3-2,si:ch211-248l17.3,-3.228493252,0.030315642
gene-LOC103909788-2,LOC103909788,-3.774429208,8.11E-16
gene-slc22a17-2,slc22a17,-3.026597504,6.48E-05
gene-bbs4-2,bbs4,-1.601480617,4.08E-16
gene-adpgk-2,adpgk,-2.169212514,3.07E-08
gene-tph1a-2,tph1a,1.801605507,0
gene-slc7a5-2,slc7a5,-2.200813628,0.001737668
gene-uba2-2,uba2,3.522768617,0
gene-ccl39.9-2,ccl39.9,-2.14510776,3.34E-05
gene-zgc:86725-2,zgc:86725,-2.295667828,2.98E-08
